 ,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AD,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/variation/submission,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AR,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/gluck_jeremy/submission,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/skuhersk_max/submission,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/bounds,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AG,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AQ,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AF,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/empty,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/insertion/submission,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/ryan_hartman/submission,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AE,/Users/andreleone/SeniorProject/programs/selection_sort_calvin/References/AH
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/bounds2,0.364854697289,0.234744128615,1.03160589437,0.0821960321164,1.02644145603,0.538461955811,1.02805444218,1.03160589437,0.317857269521,1.41550044091,0.438795419695,0.553774821009,0.289997623749,0.294172752037
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/AR2,0.882618018974,0.943431339091,0.586956705421,0.737906972421,0.575441612193,0.710583895796,1.52298085984,0.586956705421,0.93893785844,1.73205080757,0.737339952117,0.591792656587,0.871077311953,0.887155464091
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/dubois_conno/submission,0.0764848696404,0.0782438402545,0.981753829074,0.493484564565,1.00105219126,1.00099121403,1.01270020302,0.981753829074,0.0574406996556,1.23263492636,0.868604298104,1.00051301546,0.00497612431202,0.0352805537782
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/AQ2,1.14003194455,1.12551520033,0.586956521739,0.972895664358,0.746704537023,0.953845996643,1.52298085984,0.586956521739,1.14599938885,1.73205080757,0.92794276349,0.945835760806,1.11656692526,1.13284774001
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/nika/submission,0.0277818957856,0.138740053652,0.980369649416,0.534167331052,1.0054712018,1.00200665859,1.02721495903,0.980369649416,0.0750037915188,1.06807440672,0.877787409658,1.00000097076,0.070971126593,0.0943507068626
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/li1,0.962055250624,0.984849976226,0.495819768231,1.07585964419,0.103448275862,1.38485473358,1.41799208241,0.495819768231,0.981702310302,1.53089468141,1.29186345717,1.38625378363,0.964513073282,0.979485348446
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/AH2,0.641261094089,0.57954467269,1.14864824406,0.341195433025,1.14871867727,0.12685750358,1.17391204751,1.14864824406,0.619115724596,1.43478179382,0.222757635451,0.0845665961945,0.596587643524,0.586956524339
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/li2,0.962055250624,0.984849976226,0.495819768231,1.07585964419,0.103448275862,1.38485473358,1.41799208241,0.495819768231,0.981702310302,1.48356032857,1.29186345717,1.38625378363,0.964513073282,0.979485348446
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/var2,0.196279116265,0.103448275862,0.998838837806,0.541333814919,1.00767081712,1.01123378496,1.01744413287,0.998838837806,0.159302703188,1.10699695855,0.905105796362,1.02184087873,0.198061755947,0.204378279246
/Users/andreleone/SeniorProject/programs/selection_sort_calvin/Submissions/ref1,0.262516806675,0.156993414659,0.981873399704,0.3,1.0003431059,1.01303108301,1.01951949335,0.981873399704,0.212447364764,1.42808262972,0.847708024018,1.02635488212,0.206890233269,0.21915522492
